title,publishedAt,channelTitle,description,category,tags,duration,live_content,view_count,likes,comment_count,subscriber_count,engagement_rate,total_view_count,channel_country
"""പാടത്തും പറമ്പിലും പോയിരിന്നിട്ടുണ്ടാ?എന്താ സുഖം""😂 ജിഷ ഫ്രം പാലക്കാട് 🔥 | FUNS UPON A TIME",2024-11-23T15:00:44Z,Amrita TV Archives,"""പാടത്തും പറമ്പിലും പോയിരിന്നിട്ടുണ്ടാ?എന്താ സുഖം""😂 ജിഷ ഫ്രം പാലക്കാട് 🔥 | #Standupcomedy | FUNS UPON A TIME | Malayalam Standup Comedy Show |  @AmritaTVArchives  

#Amritatv #AmritatvArchives #funsuponatime  #standupcomedy #FunsLatestEpisode #innocent  #entertainment #pisharody  #family #comedy #malayalamcomedy  #kerala #malayalam #entertainment #malayalamtelevision #funs #pisharadycomedy #rameshpisharody #ramesh#standupcomedy #malayalamstandupcomedy #miya  

Watch here: https://tinyurl.com/nhkmbds6

🔗 STAY CONNECTED
YouTube ► https://www.youtube.com/@AmritaTVArch... 
Facebook ► https://www.facebook.com/amritatvarch... 
Instagram ► https://www.facebook.com/amritatvarch...",Entertainment,"""funsuponatime|keralasfirststandupcomedy|rameshpisharody|dayanahameed|funs|comedy|standupcomedy|malayalamshow|jokes|memes|talent|show|viral|viralscene|television|artist|actor|actress|malayalamcinema|movies|funnyvideos|laugh|trending|miya""",8.27,none,536171,5179,445,670000,0.010489191,441272744.0,IN
NEW! Taarak Mehta Ka Ooltah Chashmah | Ep 4252 | 26 Nov 2024 | Teaser,2024-11-26T15:30:11Z,Sony SAB,"Click here to subscribe to SAB: https://www.youtube.com/channel/UC6-F5tO8uklgE9Zy8IvbdFw?sub_confirmation=1

Episode 4252: Macchar Problem
--------------------------------------------------------
While waiting for the fridges to be transferred, Baagha and Nattu Kaka stay up overnight in Gokuldham Colony, looking after them and battling the mosquito problem.

Show Name – Taarak Mehta Ka Ooltah Chashmah
Star Cast –  Dilip Joshi, Disha Vakani, Amit Bhatt, Nitish Bhaluni
Episodes No - Ep 4252 | 26 Nov 2024
Produced By - Asit Kumar Modi

#TaarakMehtaKaOoltahChashmah #तारकमेहताकाउल्टाचश्मा #sab #Latest #New #TaarakMehtaKaOoltahChashmah2024 #tmkocfunnyepisodes #hindicomedy #comedyvideo #16yearsoftmkoc  #4000episodes

About the show: 
----------------------------------------------------------------------
Taarak Mehta Ka Ooltah Chashmah is a SAB Comedy Show inspired by the famous humorous column, Duniya Ne Undha Chashmah written by the eminent Gujarati writer, Mr. Tarak Mehta. This show revolves around the Gada family which consists of businessman, Jethalal Champaklal Gada, Jethalal's wife, Daya & their naughty son, Tipendra Gada living in Gokuldham Co-operative Society, and covers topical issues that are socially relevant. This hilarious show will surely tickle your funny bone.

Click here to watch the episode of Taarak Mehta Ka Ooltah Chashmah :
https://www.sonyliv.com/shows/taarak-mehta-ka-ooltah-chashmah-1000298259

NEW! Taarak Mehta Ka Ooltah Chashmah | Ep 4252 | 26 Nov 2024 | Teaser",Entertainment,"""Nitish Bhaluni|तारक मेहता|Ooltah Chashmah|sab tv channel|taarak mehta latest episodes|taarak mehta ka ooltah chashmah|hindi comedy show|sab tv funny show|taarak new episode|ulta chashma|tarak mehta ka ultah chashma|taarak mehta episode|tmkoc todays episode|taark mehta new episodes|tmkoc teaser today|tmkoc new taarak mehta|dilip joshi|dilip joshi jethalal|tmkoc funny episode|tmkoc|tmkoc episode 4252|taarak mehta ka ooltah chashma teaser episode 4252""",10.25,none,1385511,24656,489,97300000,0.018148539,122542000000.0,IN
Malli Serial | Episode 211 Promo | 27th Nov 24 | Nikitha | Vijay | Saregama TV Shows Tamil,2024-11-26T15:45:01Z,Saregama TV Shows Tamil,"👉Subscribe To Saregama TV Shows Tamil - https://bit.ly/SaregamaTVShowsTamil

SUBSCRIBE to Saregama TV Shows Tamil Channel and Don't forget to switch ON your notification for all the upcoming serial episode updates.             

Video Credits : 
Credits : 
Nikitha , Vijay , Rahila Sayedh , Nidhish , Dhanushree , Gracy Thangavel , Poornima Bhagyaraj , Krithika Annamalai , Dev Anand , Nisha Kapoor , Venkat , Nalini , Sai ram , Madhan bob , Bharathi mohan.

Crew:
Executive Vice President: B.R.Vijayalakshmi
Creative Head: Prince
Director: Manibharathy
DOP: Akilan  
Story: Saregama  
Editor : K. Shankar

Follow us on 
Instagram : https://instagram.com/saregamatvshows_?igshid=MzRlODBiNWFlZA==

Saregama India Limited, A RPSG Group Company

Subscribe to: http://www.youtube.com/saregamatvshowstamil
Follow us on X: https://twitter.com/saregamasouth
Like us on: https://www.facebook.com/saregamatamil
Visit our website: http://www.saregama.com

#MalliSerial  #MalliSerialPromo  #NikithaRajesh  #VijayVenkatesan #SaregamaTVShowsTamil #TomandJerryCouple",Entertainment,"""Malli Serial|Malli Serial Promo|Malli Serial Sun tv|Malli Serial Promo Latest|Nikitha Rajesh|Rahila Sayedh|promo sun tv serial|Vijay Venkatesan|Ambika|Poornima Bhagyaraj|Malli Promo 211|Sun TV Malli|Malli Sun Tv|Sun tv Serial|Malli Serial Episodes|Malli Latest Promo|Malli|Krithika Annamalai|Malli Serial Vijay|Malli Vijay Romance|Saregama TV Shows Tamil|Malli Serial latest Episodes|Promo|Sun tv Promos|Malli Promo latest|Malli Ep 211 Promo""",0.97,none,436857,6692,107,8750000,0.015563445,10608225348.0,IN
Roll Rida - ICON STAR (Lyrical Video) | Feat. Pravin Lakkaraju | A Tribute to Pushpa,2024-11-26T12:33:07Z,Roll Rida,"ICON STAR song is all about the celebration of Allu Arjun's Pushpa - the rule ! 

Rap: Roll Rida
Music Composed and Programmed : Pravin Lakkaraju
Lyrics: Roll Rida, Sreejo
Additional Programming : Agastya Raag
DOP: TheChillPixel
Styling and Designer: Raamz
Chorus: Sai Charan, Harshavardhan, Chaithu Satsangi
Mix and Master: Vinay
Lyrical Video : Madhu Bandi",Music,"""roll rida allu arjun|icon star song|rollrida icon star song|rollrida pushpa|rollrida allu arjun song|rollrida pushpa song|rollrida new song|icon star rap song|allu arjun icon star|allu arjun pushpa rap song|allu arjun rap song|roll rida new rap song|pushpa kissik song|rollrida iconstar rap song|pushpa rap song|pushpa iconstar song|pushpa new song|pushpa jathara song|allu arjun army rap song|rollrida alluarjun army""",2.78,none,74040,16883,1141,319000,0.243435981,29935440.0,IN
All New Mahindra BE 6e Electric SUV l 18.9 Lakh l 550km in Single Charge ⚡️ @Aayushssm,2024-11-26T16:05:46Z,Aayush ssm,"Guys is video mai Newly launched Mahindra BE 6e ka walkaround Review Share kiya hai - Price, Range, Space, Feature, Camera, Bootspace, Ground Clearance ke bare mai bataya hai.

Instagram - Aayush ssm",Autos & Vehicles,"""[none]""",7.25,none,54370,923,153,403000,0.019790326,124132138.0,IN
Free Fire MAX x Pushpa 2: The Rule | Hindi Trailer,2024-11-25T11:48:09Z,Free Fire India Official,"Fire Nahi Wild Fire 🔥🔥
Most epic game meets most epic movie, get ready to dominate in style because kuch bhi hojaye Jhukega Nahi!💪🏽😎

Follow us on -  
Instagram: https://www.instagram.com/freefireindiaofficial/
Facebook:  https://www.facebook.com/freefireIND

#Booyah #FreeFireMAX #PushpaInFFM",Gaming,"""[none]""",0.67,none,231208,21920,1574,16700000,0.101614131,2875875690.0,IN
Guwahati Night Life at 3AM - কি কি চলে ৰাস্তাত গুৱাহাটীৰ,2024-11-23T07:50:26Z,Dimpu's Vlogs,"Protect your ride today👇
https://tinyurl.com/rrhheejb


#nightlife #guwahati #assamesevideo",People & Blogs,"""guwahati night life vlog|night life guwahati|Assamese new video|assam|guwahati night resturant|guwahati bar at night|guwahati girls at nightlife|goneshguri night life|dimpu baruah|Assamese|night life assam|guwahati life""",15.92,none,633930,42533,1979,3130000,0.070215954,621968186.0,IN
"Sonic the Hedgehog 3 | Official Trailer 2 (2024 Movie) Ben Schwartz, Jim Carrey, Keanu Reeves",2024-11-25T14:00:03Z,Paramount Pictures,"SHOWTIME. Watch the new trailer for #SonicMovie3, and get your tickets now. Only in theatres December 20. 

Connect with #SonicMovie online:
Instagram: https://www.instagram.com/sonicmovie/
Twitter: https://twitter.com/sonicmovie
Facebook: https://www.facebook.com/sonicmovie/
TikTok: https://www.tiktok.com/@sonicmovie

Paramount Pictures Corporation (PPC), a major global producer and distributor of filmed entertainment, is a unit of Viacom (NASDAQ: VIAB, VIA), home to premier global media brands that create compelling television programs, motion pictures, short-form content, apps, games, consumer products, social media experiences, and other entertainment content for audiences in more than 180 countries.
 
Connect with Paramount Pictures online:
Official Site: http://www.paramount.com/
TikTok: https://www.tiktok.com/@paramountpics
Instagram: http://www.instagram.com/ParamountPics
Twitter: https://twitter.com/paramountpics
YouTube: https://www.youtube.com/user/Paramount
Facebook: https://www.facebook.com/Paramount

#sonicmovie3 #comingsoon #sonicthehedgehog #sonicthehedgehog3 #jimcarrey #keanureeves #benschwartz #colleenoshaughnessey #idriselba",Film & Animation,"""[none]""",2.42,none,6870760,206210,15509,3750000,0.032269938,2919166825.0,US
Kadhalikka Neramillai - Yennai Izhukkuthadi Video | Jayam Ravi | Nithya Menen | AR Rahman,2024-11-22T12:30:07Z,T-Series Tamil,"Here is the most awaited first single ""Yennai Izhukkuthadi"" Video from the Movie Kadhalikka Neramillai.

#yennai izhukkuthadi#first_single_promo #KadhalikkaNeramillai #JayamRavi #NithyaMenen #KiruthigaUdhayanidhi #ARRahman #RedGiantMovies #VinayRay #YogiBabu #tseries
---------------------------------
Connect with T-Series Tamil: 👉 http://bit.ly/SubscribeToTseriesTamil
---------------------------------
🎶 Music Slate 🎶
Song Name: Yennai Izhukkuthadi
Movie Name: Kadhalikka Neramillai
Artist: Jayam Ravi, Nithya Menen
Music : A R Rahman
Lyrics: Vivek
Singers: A R Rahman, Dhee
Music Supervisor : Prashanth Venkat
Project Manager :Karthik Sekaran
Language Supervisor : Aravind Crescendo
Additional Programming: Santhosh Dhayanidhi,Prashanth Venkat
Choral Supervision: Suryansh
Sound Engineers: Panchathan Record Inn
Senior Engineers: Suresh Permal, Karthik Sekaran
Assistant Engineers: Aravind Crescendo, Sathish V Saravanan, Bharath Arjunan
Stereo & Dolby Music Mixed And Mastered By Riyasdeen Riyan
Head Of Technical Service: Riyasdeen Riyan
Musician Coordinator: Samidurai R, Abdul Haiyum

🎬 Movie Credits 🎬
Starring Jayam Ravi, Nithya Menen,Yogi Babu, Vinay Ray, TJ Banu, John Kokken, Lal, Lakshmi Ramakrishnan, Singer Mano, Vinothini, Rohaan Singh

Director: Kiruthiga Udhayanidhi 
Production House: Red Giant Movies Pvt Ltd
Co- Producer: M.Shenbaga Moorthy, R.Arjun Durai
Music : A R Rahman 
Director of photography : Gavemic Ary
Lyricist:  Snekan, Vivek, Mashook Rahman, krithika Nelson 
Editor : Lawrence Kishore 
Promo Choreography : Shobi Paulraj
Movie Song choreography: Sandy, Leelavathi 
Song Production Designer: Gopi Prasannaa
Movie Production Designer: Latha Naidu
Art Director: Shanmugaraja
Production  Executive: E. Arumugam
Distribution Manager : C. Raja
Sound Designer : Vijay Rathinam 
Sound Mixing : Rahamathulla 
Publicity Designer : Gopi Prasannaa 
Still : R S Raja
ARR Costume Stylist : Shruti Agarwal 
ARR Makeup & Hair : Ms Nandini jadhav drozario
Dhee costume stylist : Longchenti Longchar
Dhee makeup : Paavana Mohan
Dhee Hairstyling : Priyadarshini srinivasan
Dhee Assistant : Shariha perumal
Song Costume Designer : Meenakshi.N
Movie Costume Designer : Kavitha J, Divya Lakshana
Makeup : Raj Kennedy 
Costumer : V. Moorthy
Casting Director : Varsha varadarajan 
DI : Pixel Light Studio 
Colorist : Ranga
VFX : R.Hariharasuthan
Deaging : Gloss Creative Post - New York, Gloss Creative Post - Chennai
Dubbing Engineer : N. Venkata Pari
PRO : AIM Sathish

Associate Editor : Lokesh Raj, Nishanth Lawrence
Assistant Editor : Ajith Kumar Balakrishnan

Co.Director : Pandiaraja.A, Arumugam Somanathan
Associate Director : Gomathi Sundar, BT Suresh Peterson
Assistant Director : Amrita Durai Sayi, Aarthi, Aarish Vinoth

Chief Associate cinematographer : Vivek Nirmal
2nd Assistant Cinematographer : Mouli Dharan, surendran (post DI)
2nd unit Camera operator : Dinesh, Karthik
Intern:  Nitheesh Subramanian,Vinoth

Art Dept Team : Arunvanan, Devendran, Vinoth kumar, Bhaskar, Manikandan 

Production Manager : A Sundarrajan, K Sarath,
KV Subramaniyam, J Praveen


Music Label: T-Series
------------------------------
Enjoy & stay connected with us!!

👉Subscribe to T-Series Tamil: http://bit.ly/SubscribeToTseriesTamil
👉Like us on Facebook: https://www.facebook.com/TseriesTamil
👉Follow us on Instagram: http://bit.ly/InstagramT-SeriesSouthOffical
👉Follow us on Twitter: http://bit.ly/TwitterT-SeriesSouthOffical
👉Follow us on Whatsapp: https://whatsapp.com/channel/0029VaYvKJUGehEWUOwOio0q

Thanks Everyone for Watching Our Latest Tamil Song 2024. If you like the song than Please SUBSCRIBE Our Channel With Bell Icon to get notification of all of our newest releases. Will Make Sure to provide best Tamil songs of all time.",Music,"""Tamil Song|Latest Tamil Song|tamil Hits|Tamil New Release 2024|Yennai Izhukkuthadi Promo|Kadhalikka Neramillai Movie|Yennai Izhukkuthadi Video Song|Yennai Izhukkuthadi Kadhalikka Neramillai|Kadhalikka Neramillai|Jayam Ravi New Movie Teaser|Nithya Menen New Movie Teaser|Yennai Izhukkuthadi Jayam Ravi|Yennai Izhukkuthadi Nithya Menen|AR Rahman New Song|Dhee New Song|Dhee Yennai Izhukkuthadi|Vivek Yennai Izhukkuthadi|Yennai Izhukkuthadi AR Rahman|Vivek New Song""",4.2,none,5660520,84133,4657,4490000,0.015685838,2830985065.0,IN
Permission Na Milegi Dobara | Take A Break,2024-11-24T03:30:33Z,Take A Break,"Cross paths and Date local -  https://gethap.pn/Jd0l
#makeithappn

Buckle up for laughter, friendship, and a journey full of chaos in ""Permission Na Milegi Dobara""! 🚗🎉
When Kritika discovers her late grandmother’s list of dying wishes, she decides to honor her legacy with a daring road trip to Mumbai. Joined by her two best friends, the trio embarks on a wild, female-only adventure to immerse her grandmother’s ashes in Mumbai’s sea.

Produced By - Monica Prabhudesai
Producer - Pratik Thakur
Creative Producer- Ravindra Sarowar

Writer - Mohd. Zaid
Director -  Shreyas Chougule
1st Assistant Director - Sahil Parab
2nd Assistant Director - Hitan Dhaktode

Production Design & Art - Shashank Kalekar
Costume - Ankita Sonawane 
Production Manager - Pavan Tekale
Production Asst. - Gajanan Lokhande
Runner - Nilesh Korde

Makeup- Shahin Bajwa
DOP - Akshay Jadhav, Suraj Kale

Lyrics - Nikhil Pandey
Sound Recordist - Manoj More

Editor - Sanket Mulande
Post Production Supervisor - Hemant Vansh
Music - Prajwal Yadav
Sound Design - Manoj More
DI - Mayur Satpute
Thumbnail - Anuj Shinde

Song - Permission na milegi dobara
Composed by - Prajwal yadav and manoj more
Music arrange and program - prajwal yadav
Singer - Sheetal gadare
Record at - squarecut studio pune
Mix master - Prajwal yadav

Song - Tum ho samne
Singer - manoj more
Music arrange and program - Prajwal yadav
Record at - squarecut studio pune
Mix and master - Prajwal yadav

Social Media & Marketing - Malhari Shinde, Arya Athare

Cast:
Aparna Tandale as Maya
Sayali Sonule as Kritika
Pradnyee Morkar as Paro
Sahil Laxman Parab as Zeeshan
Satyam Phule as Rishi
Voice over by Archana Kulkarni",Comedy,"""take a break|take a break channel|aparna tandale|sayali sonule|youtuber|take a break comedy|take a break series|zindagi na milegi dobara|girls trip|girls road trip|permission na milegi dobara|female road trip|mumbai trip comedy|friendship goals|goa plan|goa trip|znmd|girls trip ki permission|trip ki permission|every trip ever|happn|crush""",25.08,none,679262,30318,1457,3060000,0.04677871,522314322.0,IN
വീട് പണി എന്തായി ❓ house warming എന്നാണ് ❓Ayeshas kitchen kerala vlog,2024-11-25T09:48:44Z,Ayesha's Kitchen,,Howto & Style,"""[none]""",20.07,none,140288,1963,258,2050000,0.015831718,441815710.0,AE
ALL SUPERCAR DRAG RACE IN REAL LIFE 🤑,2024-11-26T08:30:31Z,LitFleet,"Thank you so much for watching. ❤️​

Follow Me On Instagram: https://www.instagram.com/gamerfleetog/",People & Blogs,"""Gamerfleet|Vlogs|Daily vlogging|Sourav joshi vlog|Piyush joshi|Anshu bisht|NOtGamerFleet|Delhi vlog|Mumbai vlog|Travel|Car vlog|Tata harrier|Moto vlog|New video|Herobrine smp|Daily Vlog|Travelling Vlog|New car|New house|24 hrs challenge|anshubisht fleet smp|fleet smp new|gamerfleet vlog|anshu bisht vlog|gamerfleet new vlog|gamerfleet new house|Supercar|Supercars Anshu|bmw m4|porsche 911 gt3|nissan gtr|gamerfleet gtr|supercar drag race""",24.68,none,686920,46026,2074,3030000,0.07002271,295314312.0,IN
Game Changer | Behind The Song -  #NaaNaaHyraanaa | Thaman X Shankar |  Ram Charan  | Kiara Advani,2024-11-25T13:32:07Z,Dil Raju,"Dive into the journey of #NaaNaaHyraanaa with DIRECTOR Shankar and Music Director Thaman as they reveal what inspired the melody.

Movie Credits:-
Director - Shankar
Producers - Raju, Shirish, Zee Studios
Tamil Producers: SVC - Adityaram
Cast - Ram Charan, Kiara Advani, Anjali, Samuthirakani, S J Surya, Srikanth, Sunil
Writer - Vivek
Story Line - Karthik Subbaraj
Co Producer - Harshith
DOP - S Thirunavukkarasu
Music - Thaman S 
Dialogues - Sai Madhav Burra
Executive Producer: SK Zabeer
Line Producers - Narasimharao N
Art Director - Avinash Kolla, Rama Krishna, Monika
Action Choreographer - Anbariv
Dance Choreographers - Prabhudeva, Ganesh Acharya, Prem Rakshith, Bosco Martia, Jani, Sandy
Lyricists - Ramajogaiah Sastry, Ananta Sriram, Kasarla Shyam
Editor - Shameer Muhammed, Antony Ruben
Sound Designer - T Uday Kumar
DI: Annapurna Studios 
Colorist: Ashwath S
North PR: Communique Film PR (Sharlene Batlivala, Alpa Turakhia)
South PR: Beyond Media(Surendra Kumar, Phani Kandukuri), Satish( AIM) 
Marketing: Marketing Director Varun Gupta( Max Marketing), TicketFactory(Akhilesh Vardhan, Suneeth Padolkar)
Zee Team:
Saregama Team:
Hindi Distribution By: AA Films
Overseas By: Shloka 
Assistant Editor : Rahul R Manchery, Meganathan, 
Nithish Kumar V

——————————

Full Telugu Movies - https://goo.gl/buaJpf

Follow us on: 
Twitter: https://twitter.com/SVC_official
Facebook: https://www.facebook.com/DilRajuOfficial
Facebook: https://www.facebook.com/SriVenkateswaraCreations
YouTube: http://goo.gl/dwcKmr
Instagram: https://www.instagram.com/srivenkateswaracreations
Telegram: https://t.me/SVC_Official",Entertainment,"""Naa Naa Hyraanaa|Game Changer Third Single Ram Charan|Kiara Advani|Shankar|Dil Raju|Shirish|Thaman S|Game Changer|Game Changer Movie|Game Changer Trailer|Game Changer Songs|Game Changer Ram Charan|Ram Charan Latest Movie|Ram Charan Songs|Game Changer Shankar|Shankar Movies|Shankar Telugu Movie|Shankar Latest Movie|Thaman|Game Changer Thaman|Ram Charan Shankar|Game Changer Movie Teaser|Game Changer Telugu Movie Teaser|Game Changer Teaser Telugu""",7.57,none,243692,17167,721,5340000,0.073404133,3123285640.0,IN
